"","Energy","Fat","Saturated_fat","Carbohydrate","Sugars","Proteins","Salt","Sodium","Score"
"1865",213,0.9,0.1,4.8,0.5,4,0.22,0.087,"A"
"1866",609,2.9,0.2,26,0.1,2.9,0.01,0.004,"A"
"1867",1746,35.5,6,7.2,2,17.6,1.8,0.709,"D"
"1868",607,9.91,1.11,8.23,1.01,1.36,0.96,0.378,"C"
"1869",166,2,0.3,1.6,0.8,3.6,0.05,0.02,"A"
"1870",136.8,0.63,0.1,5.4,5.1,1.2,0.05,0.02,"A"
"1871",429,2.5,0.9,15.5,13,3.9,0.13,0.051,"B"
"1872",355,1.8,0.3,13.7,11.3,3.2,0.15,0.059,"B"
"1875",277,5.4,1.14,4,1.9,0.6,0.83,0.327,"C"
"1876",792,5.1,2.3,27.1,4.2,7.3,0.98,0.386,"C"
"1877",237,3.3,2.2,4.2,3.1,1.5,0.45,0.177,"C"
"1878",1497,24,0.4,66.3,2.3,12.8,0.01,0.004,"A"
"1879",331,2.4,0.3,10.1,9.5,4,0.05,0.02,"B"
"1880",343,2.4,0.3,10.4,9.5,4.3,0.05,0.02,"B"
"1881",680,17,15,2.9,2.5,0.5,0.15,0.059,"D"
"1882",2356,42,26,34,28,8,0.1,0.039,"D"
"1883",765,0,0,44.7,39.3,0.3,1.32,0.52,"D"
"1884",2106,24,15,62,1.2,7.5,1.2,0.472,"E"
"1885",2010,20,2.2,67,2.4,6.3,1.1,0.433,"D"
"1886",2173,34,21,43,40,6.9,0.05,0.02,"E"
"1887",300,6.2,1.7,2.9,2.4,0.7,0.8,0.315,"A"
"1888",136.8,0.63,0.1,5.4,5.1,1.2,0.05,0.02,"A"
"1890",1420,2.8,0.6,63,1.8,10.2,0,0,"A"
"1891",712,3.1,0.4,30.8,0.4,3.4,1.2,0.472,"C"
"1892",163,0.2,0.1,7.8,6.2,0.6,1.2,0.472,"B"
"1893",205,0.2,0.1,8.6,6.2,1.9,2,0.787,"C"
"1895",142,0.2,0.1,9,5.2,0.6,1.7,0.669,"C"
"1896",106,0.1,0.1,2.7,1.2,1.1,0.9,0.354,"C"
"1897",99,1.3,0.6,2.5,2.5,0.3,0.11,0.043,"B"
"1898",152,2.1,0.3,0.7,0.5,3.6,0.05,0.02,"A"
"1899",1649,6.7,2.8,74.8,28,5.6,0.5,0.197,"C"
"1900",569,1.7,0.4,24,1,5.2,1.2,0.472,"C"
"1901",427,7.2,1,5,2,2.6,1.1,0.433,"B"
"1902",607,9,1,10,0.9,6,1,0.394,"B"
"1903",313.6,5.6,0.84,4,3.8,1.6,0.86,0.339,"C"
"1905",912,21,17,6.3,2.4,1.6,0.08,0.031,"D"
"1906",685,16,16,3.5,3.5,3.5,0.185,0.073,"D"
"1907",242,2.2,0.2,8.6,8.4,0.8,0.051,0.02,"B"
"1908",69,1.5,0.3,0.1,0.1,0.5,0.11,0.043,"B"
"1909",907,17,3.1,7.3,0,8.6,0.8,0.315,"C"
"1910",1147,23,6.4,7.3,1.2,10,1.1,0.433,"D"
"1911",1298,0.5,0,78,70,0,0.05,0.02,"D"
"1912",1500,8,1.5,60,1.1,11,0,0,"A"
"1913",208,0.4,0.4,8.1,6.9,1.7,1.8,0.709,"C"
"1915",1196,12.6,1.22,37.2,35.1,5.9,0.004,0.002,"D"
"1916",1410,12.4,1.06,50.7,38,5.7,0.028,0.011,"C"
"1917",1555,0.4,0.2,88,66,0.4,0.24,0.094,"D"
"1918",1595,1.6,0.9,89,69,0.3,0.24,0.094,"D"
"1919",1601,1.6,0.9,89,69,1,0.05,0.02,"D"
"1920",1200,0.4,0,62.5,58.1,2.7,0.04,0.016,"C"
"1921",1583,0.2,0,87.8,70,1.1,0,0,"C"
"1924",176,0.2,0.1,4.8,2.3,3.1,0.06,0.024,"A"
"1925",1183,1.1,0.2,60,2,6,3,1.181,"D"
"1926",789,13,2.2,15,4,2.9,1,0.394,"C"
"1927",120,1.4,0.3,3.5,3.3,0.5,0.12,0.047,"B"
"1929",2553,52,32,20,15,11,0,0,"D"
"1930",1603,1,0.3,78.3,13.3,12,0.66,0.26,"A"
"1931",948,0.25,0,55,42,0.2,0.02,0.008,"C"
"1932",1298,0,0,78,70,0,0.05,0.02,"D"
"1933",134,1.2,0.2,3,2.8,2.1,0.13,0.051,"A"
"1934",739,0.4,0.2,37.6,0.2,4.5,0.87,0.343,"C"
"1935",246,3.1,0.4,6,6,1.1,1,0.394,"C"
"1936",767,10,1.3,19,2.8,3.3,0.4,0.157,"B"
"1937",459,2.1,0.6,18.1,15.8,3.4,0.1,0.039,"B"
"1938",458,2.1,0.6,18,16,3.4,0.1,0.039,"B"
"1939",490,2.2,0.5,20.3,17.7,3.7,0.127,0.05,"B"
"1940",471,2.1,0.6,18.6,15.8,3.5,0.102,0.04,"B"
"1941",461,2.3,0.8,19.3,14.8,2.4,0.254,0.1,"B"
"1942",492,3,1,17.6,15.2,3.5,0.127,0.05,"B"
"1943",484,2,0.3,20.5,17.4,3.6,0.152,0.06,"B"
"1944",365,2,0.4,13.7,10.9,3.4,0.127,0.05,"B"
"1945",365,1.8,0.3,14.2,11.2,3.2,0.152,0.06,"B"
"1946",485,2.5,0.3,20.1,12.3,2,0.3,0.118,"B"
"1947",358,1.9,0.4,13.5,10.6,3.2,0.127,0.05,"B"
"1948",430,2.7,0.3,18.5,10.4,0.8,0.1,0.039,"C"
"1949",147,3.3,0.5,28,17,0.8,0.254,0.1,"C"
"1950",476,2,0.6,22,14.3,1.2,0.1,0.039,"C"
"1951",443,1.3,0.4,21,14,0.5,0.1,0.039,"B"
"1952",354,0.8,0.1,18,10,0.1,0.01,0.004,"B"
"1953",521,4.1,3.7,20,9.5,0.5,0.1,0.039,"C"
"1954",423,3.1,2.8,16,12,0.7,0.1,0.039,"B"
"1955",360,2.9,0.3,12,9,1.2,0.01,0.004,"A"
"1956",430,2.8,0.5,16,12,1.4,0.1,0.039,"A"
"1957",170,0.37,0.22,9.1,8.6,0.1,0.06,0.024,"B"
"1958",455,1.7,0.4,21,14,0.6,0.1,0.039,"B"
"1959",170,0.37,0.22,9.1,8.6,0.1,0.06,0.024,"B"
"1960",360,1.2,0.1,17,11,0.2,0.03,0.012,"B"
"1961",126,0.36,0.22,6.5,6,0.1,0.05,0.02,"B"
"1962",531,5.1,0.4,18,13,1.7,0.25,0.098,"C"
"1963",430,4.5,0.4,14,9.8,1.2,0.25,0.098,"C"
"1964",2087,24,13,63,26,6,1.1,0.433,"E"
"1965",1406,1.5,0.4,61.5,1,9,1,0.394,"A"
"1966",1605,3.8,0.6,74.4,0.5,9.8,1.1,0.433,"A"
"1967",718,7.91,1.26,16.4,1.48,5.26,0.783,0.308,"A"
"1968",876,8.6,1.1,29.3,0.8,3.7,1.27,0.5,"B"
"1970",483,2.7,0.3,20.8,9.2,0.7,0.1,0.039,"C"
"1971",3054,82,57,0.5,0.5,0.7,0.03,0.012,"E"
"1972",1600,1.6,0.9,89,70,1,0.05,0.02,"D"
"1973",1553,0.4,0.2,88,65,0.5,0.22,0.087,"D"
"1974",1559,0.4,0.2,89,65,0.4,0.22,0.087,"D"
"1975",1439,0.2,0.1,83,57,0.1,0.1,0.039,"D"
"1976",101,1.7,0.5,0.2,0.2,1.1,1.75,0.689,"B"
"1977",2302,36.9,22.3,46.1,42.6,5.4,0.01,0.004,"E"
"1978",2367,43.4,26.3,31.6,26.4,7.9,0.01,0.004,"E"
"1980",1489,2.6,0.2,64,0.5,14,0.01,0.004,"A"
"1981",261,0,0,15,13,0,0,0,"E"
"1982",771,8.4,1,22,3.4,4.1,1.2,0.472,"C"
"1983",729,7.5,0.6,22,4,3.5,1.2,0.472,"C"
"1984",599,5.3,0.7,20,6.6,2.8,0.79,0.311,"C"
"1985",786,6.7,0.8,26,3.6,4.6,1.1,0.433,"C"
"1986",668,5.1,0.4,23,5.3,4.2,1.2,0.472,"C"
"1988",223,1.6,0.3,6.1,5.8,3,0.106,0.042,"A"
"1989",143,2,0.4,3.3,1.7,0.6,0.05,0.02,"B"
"1990",312,2.3,0.5,13,12,0.4,0.04,0.016,"B"
"1991",333,2.7,0.8,13,12,0.6,0.04,0.016,"B"
"1992",113,1.1,0.2,1.8,1.7,2.2,0.09,0.035,"A"
"1993",117,1.1,0.2,2.1,1.8,2.1,0.15,0.059,"A"
"1994",85,0.9,0.9,2.7,1.9,0.1,0.13,0.051,"B"
"1995",272,1.5,0.1,12,5.6,0.5,0.06,0.024,"B"
"1996",1946,36,23,46,1,4.8,0.17,0.067,"D"
"1997",291,3.6,0.6,6.8,2.7,1.4,0.04,0.016,"B"
"1998",2886,62.5,4.5,10,4.9,19.3,0,0,"C"
"1999",2889,54.9,4.4,27.3,3.6,14.5,0.095,0.038,"D"
"2001",136,0.2,0.1,5.6,2.8,0.7,0.16,0.063,"A"
"2002",781,1.6,0.2,40.1,39.3,0.8,1.5,0.591,"D"
"2003",379,0.2,0.1,19.7,19.1,0.5,2.8,1.102,"D"
"2004",639,0.5,0,31,2.7,4.5,0.06,0.024,"A"
"2005",157.7,0.6,0.01,2.2,0.01,5.3,0.025,0.01,"A"
"2006",225,2,0.5,8.2,8,0.7,0.12,0.047,"B"
"2007",1909,33.9,4,2.6,0.4,22,0.01,0.004,"A"
"2008",540,0.3,0.1,28,0,2.7,0.01,0.004,"B"
"2009",1900,21.1,12.9,59.2,57,4.3,0.01,0.004,"E"
"2010",2015,20.5,4.7,64,18,7.1,1.68,0.661,"D"
"2011",155,1.6,0.3,2.3,2,3,0.08,0.031,"A"
"2012",1861,18.4,3.5,58.5,20.9,6.6,0.381,0.15,"C"
"2013",182,2.6,0.4,4.4,2.2,0.7,0.457,0.18,"B"
"2014",1986,36,23,31,0.5,11,0.1,0.039,"D"
"2015",662,6,0.7,8,1,16,1.5,0.591,"A"
"2016",903,10,1.1,15,1,14,1.2,0.472,"A"
"2017",735,5,0.6,10,1,20,1.4,0.551,"A"
"2018",1237,19.2,2.6,18.1,0.5,10.7,1.4,0.551,"C"
"2019",1339,5,0.6,58,4.2,8.2,1.6,0.63,"C"
"2020",2097,25,12,62,10,6,2,0.787,"E"
"2021",121,0,0,5.1,5.1,1.4,0,0,"A"
"2022",703,0.5,0.1,33,1,6.3,0.04,0.016,"A"
"2023",113,0,0,4.2,1.7,1.3,0.06,0.024,"A"
"2024",1112,11.8,2.2,29.3,7.8,8.2,0.67,0.264,"C"
"2025",560,0,0,42,15,0.5,0.3,0.118,"A"
"2026",296,4.2,0.5,5.1,0.7,2.7,0.28,0.11,"A"
"2027",651,0.5,0.1,32,1.2,5.4,1.1,0.433,"B"
"2028",1613,19.8,2.3,43.9,0.7,6.9,1.5,0.591,"C"
"2029",1362,16,1.8,37,2.3,6.1,1.4,0.551,"C"
"2030",1558,5.5,0.7,62,1.4,14.4,0.01,0.004,"A"
"2031",181,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"2032",2133,26,15,61,31,6,0.49,0.193,"E"
"2033",208,0,0,12,12,0.3,0,0,"C"
"2034",181,1.7,0.3,3.7,3,3.1,0.1,0.039,"A"
"2035",1043,0,0,59.3,57,0.3,0.4,0.157,"C"
"2036",1168,0.1,0.1,68.1,57,0.4,0.03,0.012,"C"
"2037",706,0.1,0.1,41,27.2,0.3,0.7,0.276,"C"
"2038",911,0,0,45,30,9.5,0.025,0.01,"A"
"2039",1780,18.78,4.15,63.44,25.49,0.99,0.07,0.028,"C"
"2040",1855,25,12.1,55,25,1.7,0.07,0.028,"E"
"2041",2105.8,32.58,11.9,38.47,12.79,14.36,0.41,0.161,"D"
"2042",1465,35,3.5,7.7,6.7,1.2,1.8,0.709,"D"
"2044",2382,28.8,2.1,66.4,3.2,8,2.15,0.846,"D"
"2045",2177,28,2.3,52.2,50.6,11,0.02,0.008,"D"
"2047",2239,32,1.7,53,0.1,7.5,0.75,0.295,"C"
"2048",1922,18,3.5,56,1.2,15,1.8,0.709,"D"
"2049",2056,24,3.1,53,2.2,14,1.8,0.709,"D"
"2050",1037.3,12.91,2.04,17.97,1.91,12.7,1.7,0.669,"C"
"2051",1116.9,13.34,1.91,20.68,2.39,13.36,1.7,0.669,"C"
"2052",970,10,1.2,29,1.3,4.6,1.2,0.472,"C"
"2053",3378,91,14,0,0,0,0,0,"D"
"2054",531,9,0.7,8.8,7.1,1.6,1.12,0.441,"C"
"2055",2950,65,6.1,13.7,2.6,15.2,0,0,"C"
"2056",2255,43.3,3.8,5.1,1,23.3,0.1,0.039,"A"
"2057",110,0.4,0.1,1.6,1.5,2.9,0.16,0.063,"A"
"2058",1712,11,4,62,5,11,1,0.394,"C"
"2060",179,0.9,0.2,7,5,1.3,0.1,0.039,"B"
"2061",339.7,0.5,0.5,11.7,0.57,5.3,0.54,0.213,"A"
"2062",396,1.9,0,12,0.6,4.6,0.1,0.039,"A"
"2063",401,2,0,12,0,5.4,0.5,0.197,"A"
"2064",1117,16,2.3,15,2,11,1.3,0.512,"B"
"2065",704,11,2.1,0,0,16,1.1,0.433,"A"
"2066",495,1.4,0.4,1.8,0.5,24,2.15,0.846,"C"
"2067",193,1.4,0.2,8,6.5,0.8,0.08,0.031,"B"
"2069",1480,1.04,0.23,77.5,1,6.61,0.01,0.004,"B"
"2070",1489,0.6,0.1,79,0.5,7.3,0.01,0.004,"B"
"2071",126,0,0,5.2,4.7,0.7,0,0,"A"
"2072",242,0.5,0,12,12,0.5,0,0,"A"
"2074",1501,20.2,2.6,8,0.6,5.3,0.5,0.197,"B"
"2075",342,0.5,0,11,0.7,6.3,0.9,0.354,"A"
"2076",1974,14.6,1.3,76.6,5.4,7.1,2.5,0.984,"D"
"2077",2408,42,8.5,39,38.7,11,0.011,0.004,"E"
"2079",149,1.5,0.2,4.4,2.5,0.3,0.11,0.043,"A"
"2080",166,1,1,6.9,6.2,0.7,0.2,0.079,"B"
"2081",210,2,0.3,4.5,2.7,3.4,0.2,0.079,"A"
"2082",1605,13.9,1.7,43.5,33.2,13.9,0.13,0.051,"D"
"2083",1469,11.3,1.2,40.6,32.2,13.1,0.17,0.067,"D"
"2084",378,0.8,0.3,12.5,8.1,3.2,3.05,1.201,"D"
"2086",854.64,10.9,1.65,21.2,1.85,4.86,1.1,0.433,"C"
"2087",849.97,10.55,1.6,21.16,1.79,5.34,1.1,0.433,"C"
"2088",467,2.1,0.3,19.5,18.4,3.4,0.15,0.059,"C"
"2089",359,4.7,0.3,7.6,2.8,3.3,3.9,1.535,"D"
"2090",1212,0.58,0.09,65.1,48.3,2.47,0.01,0.004,"C"
"2091",1640,5.8,0.7,72.2,2.4,12.8,0.05,0.02,"A"
"2092",587,9.3,7.6,11,5.2,3.2,0.5,0.197,"D"
"2093",579,12,1.6,7.1,4,0.6,0.2,0.079,"B"
"2094",1125,14,11,30,21,4,0.06,0.024,"D"
"2095",2114,30.3,19,48.1,45.3,5.8,0.02,0.008,"E"
"2096",1981,20,8,63,1,9,0.23,0.091,"C"
"2097",299,4.1,0.8,6.6,5.4,1.9,1.27,0.5,"C"
"2098",300,4,0.4,7,4.9,1.4,1.199,0.472,"C"
"2099",288,3,0.4,8.9,8,1.2,0.599,0.236,"C"
"2100",210,2.5,0.3,5,5,1.5,1.346,0.53,"C"
"2101",306,4.1,0.7,7.4,5.5,1.4,1.1,0.433,"C"
"2102",391,4.8,0.8,9.4,7,1.9,1.2,0.472,"C"
"2103",397,6.1,0.6,7.7,2.3,1.6,1.5,0.591,"C"
"2104",296,3.8,0.5,7.1,5.3,1.4,1.219,0.48,"C"
"2105",1009,14.3,2.2,15.9,2,7.6,1.1,0.433,"C"
"2106",1139,0,0,65,61.8,0.5,0,0,"C"
"2109",1851,20.7,13.4,54.6,39,4,0.03,0.012,"E"
"2110",1807,13.8,6.6,59.6,11,14.1,0.9,0.354,"D"
"2111",1933,17.9,1.6,59,17.1,13.6,0.2,0.079,"C"
"2112",179,2.9,0.3,3.1,2.3,1,0.07,0.028,"B"
"2113",165,2.9,0.3,2.2,0.3,1,0.07,0.028,"B"
"2114",2252,38,24,32,27,11,0.09,0.035,"E"
"2115",2400,37.9,22.7,50.5,44,7.9,0.01,0.004,"E"
"2116",302,0.3,0.1,11.5,7.6,2.3,4.99,1.965,"D"
"2117",945,10,5,29.5,10,3.2,0.5,0.197,"C"
"2118",325,3.7,1.9,9.6,6.4,1,1.05,0.413,"C"
"2119",727,10,3,0,0,21,4,1.575,"D"
"2120",1055,17,2.7,7,1.3,17,1.2,0.472,"C"
"2121",1025,0,0,58.6,55,0.3,0.25,0.098,"C"
"2124",2021,22,10,61,22,7,1,0.394,"D"
"2125",310,3.1,0.4,10.5,8.5,1,1,0.394,"C"
"2126",1435,6.8,1.6,61.8,57.06,3.3,19.12,7.528,"E"
"2127",316,2.5,0.4,8,1.5,3.8,0.94,0.37,"B"
"2129",1293,0,0,77.2,77.2,0,0,0,"D"
"2130",1445,0.5,0.1,79.2,59.2,3.1,0.03,0.012,"C"
"2131",262,0,0,16,16,0,0.15,0.059,"C"
"2133",1671,7.7,1.8,62.4,2.5,15.2,2,0.787,"C"
"2134",1628,2.4,1.3,76.9,3.2,11.8,2,0.787,"C"
"2135",1582,22,11,40,0.2,5.6,0.78,0.307,"D"
"2136",1766,24,11.6,44,2,6.5,1.1,0.433,"E"
"2137",1496,8.7,1.6,44.1,1.4,17.6,0.03,0.012,"A"
"2138",1161,4.9,0.89,22,6.4,13.41,0.04,0.016,"A"
"2140",65,0,0,1.9,0,1.7,1,0.394,"C"
"2141",23,0.3,0,0.1,0,0.6,2.5,0.984,"C"
"2142",68,0,0,1.6,0,2,1,0.394,"C"
"2143",85,0,0,2.5,0.5,2,1,0.394,"C"
"2145",68,0,0,1.6,0,2,1,0.394,"C"
"2146",180,1,0.1,4.8,1.9,2.2,0.18,0.071,"A"
"2147",25,0.3,0.06,0.5,0.1,0.2,0.8,0.315,"C"
"2148",186,0.8,0.2,7.7,5,1.3,0.04,0.016,"B"
"2149",1435,30,2.8,8.7,0.7,7.4,1.1,0.433,"B"
"2150",1446,1.6,0.3,64,3.5,10.5,1.25,0.492,"A"
"2151",1961,7,0.9,55,0.5,7.8,1.2,0.472,"C"
"2152",640,2.8,0.3,24,0.7,6,0.4,0.157,"A"
"2153",1130,0.25,0,65,52,0.2,0.02,0.008,"C"
"2154",1832,31.1,3.8,4.5,0.8,32.2,0.012,0.005,"A"
"2156",315,4.6,0.8,1,0.5,11,0.02,0.008,"A"
"2157",400,6.3,0.9,8,0.5,1.1,0.2,0.079,"A"
"2158",204,0.4,0.5,7.2,0.1,2.4,0.7,0.276,"A"
"2159",275,4.8,0.6,2.5,1.2,2.1,0.2,0.079,"A"
"2161",93,0,0,3.4,3.4,1,0.01,0.004,"A"
"2162",631.6,14,1.7,3.9,0.9,1.7,0.4,0.157,"A"
"2166",1478,1.5,0.1,72,3.5,10,0.95,0.374,"C"
"2167",1196,4.5,0.6,39.7,22,20.7,0.2,0.079,"B"
"2168",119,0.13,0.07,4.6,3.9,1.1,0.01,0.004,"A"
"2169",97.1,0.5,0.1,2,1.9,1.9,0.01,0.004,"A"
"2171",201,3,0.5,4.8,3.6,0.5,0.04,0.016,"B"
"2174",2357,42.1,26.1,27.6,14.2,9.3,0.025,0.01,"D"
"2175",1547,10.8,2.8,62.1,36.6,4.2,0.01,0.004,"D"
"2177",511,2.1,0.3,20,0,4.4,0.01,0.004,"A"
"2178",1563,4.7,0.35,67.2,2.41,13,12.4,4.882,"D"
"2179",1485,1.2,0.2,72.9,0.5,11.1,0,0,"A"
"2180",160,1,0.19,6,0.6,0.7,0.47,0.185,"B"
"2182",2011,21,10,64,18,6.7,1.3,0.512,"E"
"2183",2011,21,10,64,18,6.7,1.3,0.512,"E"
"2184",2021,22,10,61,22,7,1,0.394,"D"
"2185",2025,21,10,66,18,6,1.6,0.63,"E"
"2186",10,0,0,0.6,0.5,0,0,0,"C"
"2187",725,16,5,6.4,2.7,1.4,1.3,0.512,"C"
"2188",1566,2.6,0.5,73,2.9,11,1.9,0.748,"C"
"2189",1162,24,2.4,10,1.4,6,1,0.394,"B"
"2190",2140,34,4.9,34,26,16,0,0,"C"
"2191",350,4,0,9.8,9,1.2,1,0.394,"C"
"2192",828,17.7,1.9,4.4,0.8,4.2,1.64,0.646,"C"
"2195",186,0.1,0,9.8,9.8,0.5,0.002,0.001,"C"
"2196",405,5.8,0.6,7.9,4.1,2.8,0.15,0.059,"A"
"2197",2356,38.8,23.4,46.6,42.5,4.5,0.03,0.012,"E"
"2198",597,0,0,33.8,29,1,0.08,0.031,"C"
"2199",877,6.1,2.78,1,0.5,37.3,3.25,1.28,"D"
"2200",787,13,5.2,6,0.6,12,2.5,0.984,"D"
"2201",448,2,0.8,7,1.7,15,2.5,0.984,"D"
"2202",1651,3.5,1.5,80,78.3,5.1,0.29,0.114,"D"
"2206",77,0.1,0,1.8,1.5,1.8,1,0.394,"A"
"2207",130,0,0,5.6,4.8,1.1,0.85,0.335,"A"
"2208",2483,50.4,7.8,10.2,0.2,20.9,0.12,0.047,"D"
"2209",1187,0.5,0,69.4,61.3,0.5,0.03,0.012,"C"
"2210",349,0.8,0.1,14.4,0.3,4.4,0.8,0.315,"B"
"2211",475,0.3,0,18.5,0,7.7,1.04,0.409,"B"
"2213",951,0,0,45,30,9.5,0.02,0.008,"A"
"2214",951,0,0,45,30,9.5,0.02,0.008,"A"
"2215",1559,6,0,65.4,0,11.4,0.15,0.059,"A"
"2216",155,2.5,0.7,1.3,1,1.3,0.01,0.004,"A"
"2217",796,14.4,1.9,10.5,6,3.2,2.6,1.024,"C"
"2218",796,0.3,0,45,42,0.7,0,0,"C"
"2219",757,0.1,0,43.5,42,0.5,0.13,0.051,"C"
"2220",2306,56.1,9.7,11.2,0,0,0.02,0.008,"D"
"2221",204,0,0,11.7,6.4,0,0.06,0.024,"B"
"2222",410,0.5,0,22.3,15.2,0.5,0.09,0.035,"C"
"2223",148,0,0,8.4,8.4,0.3,0,0,"B"
"2224",137.8,6,0.8,13.7,3.5,5.1,0.58,0.228,"A"
"2225",1537,2.3,0.5,77,1.7,8.4,0.07,0.028,"A"
"2226",1986,25,2,50,47,11,0,0,"D"
"2227",2064,26,2,52,51,9.3,0,0,"D"
"2228",1889,19,1.6,60,60,8.5,0.08,0.031,"D"
"2229",2001,24,1.7,56,56,8.4,0.01,0.004,"D"
"2230",1960,25,2.5,50,37,9,0,0,"D"
"2231",1585,26.5,2,38,2.8,11.6,0.25,0.098,"B"
"2232",1960,25,2.5,50,37,9,0,0,"D"
"2233",1960,25,2.5,50,37,9,0,0,"D"
"2234",1931,24,2.5,50,48,9,0,0,"D"
"2235",1634,12.9,6.5,62.1,50.1,3.8,0.05,0.02,"E"
"2236",1683.93,15.7,9.7,53.7,51.4,3.6,0.2,0.079,"D"
"2237",1640,13.3,8.4,63.4,61,2.7,0.02,0.008,"D"
"2238",1830,16,9.8,62,56,2.5,0.01,0.004,"D"
"2239",1910,17,10,70,61,3.5,0.08,0.031,"E"
"2240",1910,17,10,70,68,3.5,0.08,0.031,"E"
"2241",1159,0.5,0,65.1,44,1,0.07,0.028,"C"
"2242",1959,13.2,1,79.6,75.1,5.5,0,0,"D"
"2243",1912,11,0.8,85.1,80.9,2.3,0,0,"D"
"2244",1427,6.3,3.7,69.8,62.8,1.1,0,0,"D"
"2245",1224,0.5,0.5,70.7,65.1,0.5,0.6,0.236,"C"
"2246",702,0.1,0,40.3,38.7,0.6,0.02,0.008,"C"
"2247",680,0.3,0.1,38.4,37.1,0.7,0.02,0.008,"C"
"2248",2018,29,26,49,43,3.1,0.1,0.039,"E"
"2249",2155,29,26,56,43,3.1,0.04,0.016,"E"
"2250",2159,27.5,16.1,58.2,54.6,5.7,0,0,"E"
"2251",615,8.5,1.3,1.6,0.03,15.2,0.1,0.039,"A"
"2252",1943,24.3,2,49,46,11,0,0,"D"
"2253",1534,11,1,60,53,5,0.68,0.268,"D"
"2254",1986,25,2,50,47,11,0.001,0,"D"
"2255",1830,20,13,60,47,4.1,1.8,0.709,"E"
"2256",1603,10.4,1.9,70,53.6,6,0.01,0.004,"D"
"2257",1549,12,1.4,67,53,4,0.01,0.004,"C"
"2258",1337,9.4,1.6,61,29,5.7,0.01,0.004,"B"
"2259",1546,10.5,1.1,61.3,32,6.8,41.91,16.5,"D"
"2260",1403,3.2,0.3,72,57,5,0.01,0.004,"C"
"2261",1687,13,1.1,66,52,4,0,0,"D"
"2263",2297,33,3.5,47,37,13,0,0,"D"
"2264",2024,27,2.4,49,36,11.3,0.01,0.004,"D"
"2265",2024,27,2.4,49,36,11.3,0.01,0.004,"D"
"2266",1931,24,2.5,50,48,9,0,0,"D"
"2267",1476,0,0,86,62,0.3,0,0,"C"
"2268",2230,30,2.5,50,49,15,0.02,0.008,"D"
"2269",2310,34,3,47,43,14,0,0,"D"
"2270",2177,28,2.3,52.2,50.6,11,0.02,0.008,"D"
"2271",1802,23,18.3,51,26.5,1.3,0,0,"D"
"2272",2023,25,2.1,53,50,8.9,0.05,0.02,"D"
"2273",2023,25,2.1,53,50,9,0.05,0.02,"D"
"2274",1783,18,2,57.5,55,7,0,0,"D"
"2276",1654,13,8,64.1,62.6,3.3,0,0,"D"
"2277",1534,12.6,7.9,58.8,49,2.5,0.1,0.039,"D"
"2278",1668.48,13.09,8.09,64.52,51.05,3.18,4.3,1.693,"E"
"2279",1908,13,1,77,75,5.5,0.1,0.039,"D"
"2280",1896,11,0.8,85,82,2.3,0.1,0.039,"D"
"2281",1876,12,1,82,76,3.5,0.01,0.004,"D"
"2282",1895,16,1.2,72,68,5.8,0.01,0.004,"D"
"2283",1900,28,22.4,45,40,2.5,0,0,"D"
"2284",1585,26.5,2,38,2.8,11.6,0.25,0.098,"B"
"2285",1960,25,2.5,50,37,9,0.1,0.039,"D"
"2286",1960,25,2.5,50,37,9,0.1,0.039,"D"
"2287",2128,29,26,55,38,3.1,0,0,"E"
"2288",1960,25,2.5,50,37,9,0,0,"D"
"2289",2149,25.7,3.7,63.2,25.9,6.3,0.01,0.004,"D"
"2290",2039,26,2,50.2,38,10.5,0,0,"C"
"2291",2121.3,23.9,10.8,61.6,19.9,9.8,0.01,0.004,"E"
"2292",2121.3,23.9,10.8,51.5,19.9,9.8,0.01,0.004,"E"
"2293",2060,34,20.2,42,33.6,5.8,0.02,0.008,"D"
"2294",1802,23,18.3,51,26.5,1.3,0,0,"D"
"2295",2327,40,17,34,30,12,0,0,"D"
"2296",2317,37,17,42,40,9.8,0.1,0.039,"E"
"2297",2317,37,17,42,40,9.8,0.1,0.039,"E"
"2298",2435,41,17,39,29,14,0.05,0.02,"E"
"2299",1726.4,23.4,2.1,42.3,41.6,8.3,3,1.181,"E"
"2300",1927,24,2.5,50,48,9,0,0,"D"
"2301",1927,24,2.5,50,48,9,0,0,"D"
"2302",2348,40.2,3.5,33.7,24.8,13.7,0,0,"D"
"2303",2317,33.3,3.5,47,37,13.3,0,0,"D"
"2305",1389,0,0,82,66,0,0,0,"C"
"2306",1287,0,0,76.3,64.7,0.2,0,0,"C"
"2307",1290,0,0,75,74,0.4,0,0,"C"
"2308",2055,28,22,58,57,2.5,0.03,0.012,"E"
"2309",2317,33.3,3.5,47,37,13.3,0,0,"D"
"2310",1359,6.9,0.62,51.1,49.82,6.8,43.5,17.126,"E"
"2311",2177,27.4,2,55.3,52.4,12.2,0,0,"D"
"2313",1807,17,2,58,56.5,7.5,0.1,0.039,"D"
"2314",2118,30,22,52.5,49,3.15,0.15,0.059,"E"
"2315",2331,40.2,23.58,38.4,12.3,5.02,0.156,0.062,"D"
"2316",2188,31,15,51.2,39.7,7.1,0.7,0.276,"E"
"2317",1997,24,1.7,56,56,11,0.01,0.004,"D"
"2318",2005,25,1.8,55,55,8.6,0.01,0.004,"D"
